20211222 0
20211223 0
20211224 0
20211225 0
20211226 0
20211227 0
20211228 0
20211229 0
20211230 0
20211231 0
20220101 0
20220102 1 08:05 09:22
20220103 1 08:26 10:35
20220104 1 09:06 11:26
20220105 1 09:59 12:02
20220106 1 11:21 12:08
20220107 0
20220108 0
20220109 0
20220110 0
20220111 0
20220112 0
20220113 0
20220114 0
20220115 0
20220116 0
20220117 0
20220118 0
20220119 0
20220120 0
20220121 0
20220122 0
20220123 0
20220124 0
20220125 0
20220126 0
20220127 0
20220128 0
20220129 0
20220130 0
20220131 1 08:37 08:47
20220201 1 08:25 10:25
20220202 1 08:55 11:15
20220203 1 09:38 11:48
20220204 1 10:42 11:57
20220205 0
20220206 0
20220207 0
20220208 0
20220209 0
20220210 0
20220211 0
20220212 0
20220213 0
20220214 0
20220215 0
20220216 0
20220217 0
20220218 1 09:46 10:41
20220219 1 10:26 11:04
20220220 0
20220221 0
20220222 0
20220223 0
20220224 0
20220225 0
20220226 0
20220227 0
20220228 0
20220301 0
20220302 1 08:15 10:05
20220303 1 08:41 10:49
20220304 1 09:21 11:15
20220305 1 10:23 11:14
20220306 0
20220307 0
20220308 0
20220309 0
20220310 0
20220311 0
20220312 0
20220313 0
20220314 0
20220315 0
20220316 0
20220317 0
20220318 1 08:50 09:45
20220319 1 09:03 10:34
20220320 1 22:21 23:06
20220321 1 10:40 11:05
20220322 0
20220323 0
20220324 0
20220325 0
20220326 0
20220327 0
20220328 0
20220329 0
20220330 0
20220331 1 08:16 09:17
20220401 1 21:01 21:58
20220402 1 21:26 22:34
20220403 1 22:13 22:44
20220404 0
20220405 0
20220406 0
20220407 0
20220408 0
20220409 0
20220410 0
20220411 0
20220412 0
20220413 0
20220414 0
20220415 0
20220416 1 20:33 21:52
20220417 1 20:43 22:50
20220418 1 21:13 23:31
20220419 1 22:02 23:59
20220420 0
20220421 0
20220422 0
20220423 0
20220424 0
20220425 0
20220426 0
20220427 0
20220428 0
20220429 0
20220430 1 20:30 21:33
20220501 1 20:48 22:15
20220502 1 21:19 22:42
20220503 1 22:14 22:45
20220504 0
20220505 0
20220506 0
20220507 0
20220508 0
20220509 0
20220510 0
20220511 0
20220512 0
20220513 0
20220514 0
20220515 1 19:43 21:49
20220516 1 20:04 22:46
20220517 1 20:41 23:32
20220518 1 21:33 00:08
20220519 1 22:49 00:28
20220520 0
20220521 0
20220522 0
20220523 0
20220524 0
20220525 0
20220526 0
20220527 0
20220528 0
20220529 1 20:24 20:46
20220530 1 20:24 21:49
20220531 1 20:50 22:27
20220601 1 21:31 22:50
20220602 0
20220603 0
20220604 0
20220605 0
20220606 0
20220607 0
20220608 0
20220609 0
20220610 0
20220611 0
20220612 1 19:23 19:57
20220613 1 19:13 21:36
20220614 1 19:40 22:40
20220615 1 20:21 23:32
20220616 1 21:13 00:17
